State,Year,Quarter,District,Registered_users,App_opens
gujarat,2021,2,Surendranagar,253097,8057144
gujarat,2021,2,Morbi,221629,5300801
gujarat,2021,3,Anand,454516,6900160
gujarat,2021,3,Jamnagar,309842,6879580
gujarat,2021,3,Devbhumi Dwarka,107517,4310397
gujarat,2021,3,Rajkot,782611,13876245
gujarat,2021,3,Aravallis,171101,6762291
gujarat,2021,3,Chhotaudepur,72071,3853239
gujarat,2021,3,Botad,146842,4926482
gujarat,2021,3,Bharuch,634589,16949930
gujarat,2021,3,Bhavnagar,520764,9381379
gujarat,2021,3,Junagadh,223916,5211050
gujarat,2021,3,Mahesana,578072,12920050
gujarat,2021,3,The Dangs,20709,2684008
gujarat,2021,3,Kheda,352948,7212127
gujarat,2021,3,Surat,2830392,40635199
gujarat,2021,3,Porbandar,78063,1911079
gujarat,2021,3,Gandhinagar,706654,13323374
gujarat,2021,3,Panch Mahals,229915,6133463
gujarat,2021,3,Narmada,63821,4425170
gujarat,2021,3,Gir Somnath,190336,4151926
gujarat,2021,3,Valsad,565423,11974387
gujarat,2021,3,Mahisagar,103140,3964068
gujarat,2021,3,Sabar Kantha,300258,9248561
gujarat,2021,3,Tapi,118730,5066590
gujarat,2021,3,Vadodara,1210266,20471153
gujarat,2021,3,Banas Kantha,698841,25209534
gujarat,2021,3,Amreli,221334,7968878
gujarat,2021,3,Ahmadabad,3445024,59071276
gujarat,2021,3,Dohad,169037,6295402
gujarat,2021,3,Navsari,250233,5157919
gujarat,2021,3,Patan,287021,9346449
gujarat,2021,3,Kachchh,587589,25294185
gujarat,2021,3,Surendranagar,274891,10995970
gujarat,2021,3,Morbi,240295,7475630
gujarat,2021,4,Anand,485306,9981987
gujarat,2021,4,Jamnagar,331942,6896774
gujarat,2021,4,Devbhumi Dwarka,115900,2359435
gujarat,2021,4,Rajkot,837869,15665197
gujarat,2021,4,Aravallis,183617,5917538
gujarat,2021,4,Chhotaudepur,77777,1850678
gujarat,2021,4,Botad,157462,4378199
gujarat,2021,4,Bharuch,679705,23721158
gujarat,2021,4,Bhavnagar,558013,10583117
gujarat,2021,4,Junagadh,240022,3983195
gujarat,2021,4,Mahesana,618376,18408357
gujarat,2021,4,The Dangs,22325,682005
gujarat,2021,4,Kheda,377827,8810443
gujarat,2021,4,Surat,3026960,70043416
gujarat,2021,4,Porbandar,83713,1326247
gujarat,2021,4,Gandhinagar,754369,23172671
gujarat,2021,4,Panch Mahals,246694,6699089
gujarat,2021,4,Narmada,68577,2219237
gujarat,2021,4,Gir Somnath,204170,4304710
gujarat,2021,4,Valsad,605655,20362236
gujarat,2021,4,Mahisagar,110939,2564905
gujarat,2021,4,Sabar Kantha,321717,10478837
gujarat,2021,4,Tapi,127186,3764085
gujarat,2021,4,Vadodara,1292097,33004408
gujarat,2021,4,Banas Kantha,751116,29341685
gujarat,2021,4,Amreli,237874,5251219
gujarat,2021,4,Ahmadabad,3679243,106054208
gujarat,2021,4,Dohad,181787,5398314
gujarat,2021,4,Navsari,267352,5803020
gujarat,2021,4,Patan,308499,9755228
gujarat,2021,4,Kachchh,630878,20539880
gujarat,2021,4,Surendranagar,295801,7294918
gujarat,2021,4,Morbi,258433,7229813
gujarat,2020,1,Anand,277835,4127652
gujarat,2020,1,Jamnagar,188224,2298804
gujarat,2020,1,Devbhumi Dwarka,61293,730723
gujarat,2020,1,Rajkot,469636,5039899
gujarat,2020,1,Aravallis,94716,1602742
gujarat,2020,1,Chhotaudepur,36116,529547
gujarat,2020,1,Botad,88241,1198952
gujarat,2020,1,Bharuch,384819,6765391
gujarat,2020,1,Bhavnagar,315412,4262838
gujarat,2020,1,Junagadh,130231,1358193
gujarat,2020,1,Mahesana,349897,6028256
gujarat,2020,1,The Dangs,10877,181854
gujarat,2020,1,Kheda,204548,3047323
gujarat,2020,1,Surat,1772703,27362139
gujarat,2020,1,Porbandar,45383,444447
gujarat,2020,1,Gandhinagar,445290,8879457
gujarat,2020,1,Panch Mahals,129831,1963840
gujarat,2020,1,Narmada,33074,595463
gujarat,2020,1,Gir Somnath,110211,1337958
gujarat,2020,1,Valsad,330053,5604622
gujarat,2020,1,Mahisagar,54880,782289
gujarat,2020,1,Sabar Kantha,174426,3030789
gujarat,2020,1,Tapi,65634,1036092
gujarat,2020,1,Vadodara,763969,12483845
gujarat,2020,1,Banas Kantha,386212,7051669
gujarat,2020,1,Amreli,126423,1611436
gujarat,2020,1,Ahmadabad,2185983,40521157
gujarat,2020,1,Dohad,81529,1236284
gujarat,2020,1,Navsari,146018,1993140
gujarat,2020,1,Patan,164027,2890050
gujarat,2020,1,Kachchh,347270,5714637
gujarat,2020,1,Surendranagar,154610,2101503
gujarat,2020,1,Morbi,130472,1792131
gujarat,2020,2,Anand,307408,3806180
gujarat,2020,2,Jamnagar,208647,2264637
gujarat,2020,2,Devbhumi Dwarka,69591,833260
gujarat,2020,2,Rajkot,522650,4850731
gujarat,2020,2,Aravallis,109491,2026596
gujarat,2020,2,Chhotaudepur,43696,767414
gujarat,2020,2,Botad,100129,1724159
gujarat,2020,2,Bharuch,423017,6655417
gujarat,2020,2,Bhavnagar,354301,5050744
gujarat,2020,2,Junagadh,147012,1678274
gujarat,2020,2,Mahesana,389562,6476731
gujarat,2020,2,The Dangs,12754,242151
gujarat,2020,2,Kheda,232123,3424229
gujarat,2020,2,Surat,1935894,21659619
gujarat,2020,2,Porbandar,50733,518063
gujarat,2020,2,Gandhinagar,488351,7343038
gujarat,2020,2,Panch Mahals,148675,2136842
gujarat,2020,2,Narmada,39531,762775
gujarat,2020,2,Gir Somnath,125777,1902233
gujarat,2020,2,Valsad,372771,5991227
gujarat,2020,2,Mahisagar,64428,1138847
gujarat,2020,2,Sabar Kantha,196035,3368537
gujarat,2020,2,Tapi,76018,1298227
gujarat,2020,2,Vadodara,830759,10076172
gujarat,2020,2,Banas Kantha,446603,8305317
gujarat,2020,2,Amreli,145486,2447389
gujarat,2020,2,Ahmadabad,2384154,31306891
gujarat,2020,2,Dohad,102250,1808011
gujarat,2020,2,Navsari,166398,2282454
gujarat,2020,2,Patan,185703,3289294
gujarat,2020,2,Kachchh,385480,5599740
gujarat,2020,2,Surendranagar,176758,2588128
gujarat,2020,2,Morbi,150472,1641032
gujarat,2020,3,Anand,336799,4331672
gujarat,2020,3,Jamnagar,227798,2485735
gujarat,2020,3,Devbhumi Dwarka,76991,860629
gujarat,2020,3,Rajkot,573062,5528685
gujarat,2020,3,Aravallis,122687,2133497
gujarat,2020,3,Chhotaudepur,49929,741433
gujarat,2020,3,Botad,109438,1607234
gujarat,2020,3,Bharuch,462292,8024617
gujarat,2020,3,Bhavnagar,387781,5290196
gujarat,2020,3,Junagadh,163177,1718468
gujarat,2020,3,Mahesana,427950,7432916
gujarat,2020,3,The Dangs,14501,254123
gujarat,2020,3,Kheda,256968,3629599
gujarat,2020,3,Surat,2092712,23450291
gujarat,2020,3,Porbandar,56130,556557
gujarat,2020,3,Gandhinagar,529771,9721563
gujarat,2020,3,Panch Mahals,165251,2379253
gujarat,2020,3,Narmada,44654,787689
gujarat,2020,3,Gir Somnath,139141,1786233
gujarat,2020,3,Valsad,410740,6542204
gujarat,2020,3,Mahisagar,73191,1039369
gujarat,2020,3,Sabar Kantha,218309,4022650
gujarat,2020,3,Tapi,84921,1370436
gujarat,2020,3,Vadodara,901492,13501217
gujarat,2020,3,Banas Kantha,501471,9413818
gujarat,2020,3,Amreli,161288,2326604
gujarat,2020,3,Ahmadabad,2580178,43984650
gujarat,2020,3,Dohad,118431,1832118
gujarat,2020,3,Navsari,183779,2416323
gujarat,2020,3,Patan,206708,3658324
gujarat,2020,3,Kachchh,423729,6675502
gujarat,2020,3,Surendranagar,197594,2754011
gujarat,2020,3,Morbi,168984,2144856
gujarat,2020,4,Anand,367561,5362999
gujarat,2020,4,Jamnagar,248187,2953949
gujarat,2020,4,Devbhumi Dwarka,84750,1018943
gujarat,2020,4,Rajkot,627654,6696956
gujarat,2020,4,Aravallis,135616,2560222
gujarat,2020,4,Chhotaudepur,56282,902789
gujarat,2020,4,Botad,117629,1521917
gujarat,2020,4,Bharuch,508005,10786740
gujarat,2020,4,Bhavnagar,419697,5661522
gujarat,2020,4,Junagadh,178595,1940195
gujarat,2020,4,Mahesana,464932,8801141
gujarat,2020,4,The Dangs,16317,322911
gujarat,2020,4,Kheda,282429,4361153
gujarat,2020,4,Surat,2278232,34575532
gujarat,2020,4,Porbandar,62166,676620
gujarat,2020,4,Gandhinagar,572461,11718890
gujarat,2020,4,Panch Mahals,182696,2927538
gujarat,2020,4,Narmada,50130,992643
gujarat,2020,4,Gir Somnath,152104,1987260
gujarat,2020,4,Valsad,452628,8644503
gujarat,2020,4,Mahisagar,81588,1232668
gujarat,2020,4,Sabar Kantha,240357,4888877
gujarat,2020,4,Tapi,94476,1765259
gujarat,2020,4,Vadodara,980658,17540053
gujarat,2020,4,Banas Kantha,551645,10634353
gujarat,2020,4,Amreli,176011,2282316
gujarat,2020,4,Ahmadabad,2787991,54175819
gujarat,2020,4,Dohad,132954,2063724
gujarat,2020,4,Navsari,201412,3007453
gujarat,2020,4,Patan,227441,4369785
gujarat,2020,4,Kachchh,466855,8257809
gujarat,2020,4,Surendranagar,216954,3173754
gujarat,2020,4,Morbi,188790,2691060
gujarat,2018,1,Anand,68052,0
gujarat,2018,1,Jamnagar,52416,0
gujarat,2018,1,Devbhumi Dwarka,15809,0
gujarat,2018,1,Rajkot,133017,0
gujarat,2018,1,Aravallis,21932,0
gujarat,2018,1,Chhotaudepur,6581,0
gujarat,2018,1,Botad,23738,0
gujarat,2018,1,Bharuch,101575,0
gujarat,2018,1,Bhavnagar,87683,0
gujarat,2018,1,Junagadh,35171,0
gujarat,2018,1,Mahesana,97004,0
gujarat,2018,1,The Dangs,2285,0
gujarat,2018,1,Kheda,43776,0
gujarat,2018,1,Surat,489852,0
gujarat,2018,1,Porbandar,12401,0
gujarat,2018,1,Gandhinagar,118201,0
gujarat,2018,1,Panch Mahals,32263,0
gujarat,2018,1,Narmada,6464,0
gujarat,2018,1,Gir Somnath,28292,0
gujarat,2018,1,Valsad,80138,0
gujarat,2018,1,Mahisagar,11048,0
gujarat,2018,1,Sabar Kantha,45018,0
gujarat,2018,1,Tapi,14231,0
gujarat,2018,1,Vadodara,205722,0
gujarat,2018,1,Banas Kantha,93506,0
gujarat,2018,1,Amreli,31443,0
gujarat,2018,1,Ahmadabad,572811,0
gujarat,2018,1,Dohad,16212,0
gujarat,2018,1,Navsari,35437,0
gujarat,2018,1,Patan,41580,0
gujarat,2018,1,Kachchh,97838,0
gujarat,2018,1,Surendranagar,38223,0
gujarat,2018,1,Morbi,30329,0
gujarat,2018,2,Anand,90911,0
gujarat,2018,2,Jamnagar,68512,0
gujarat,2018,2,Devbhumi Dwarka,20804,0
gujarat,2018,2,Rajkot,174778,0
gujarat,2018,2,Aravallis,29047,0
gujarat,2018,2,Chhotaudepur,9053,0
gujarat,2018,2,Botad,32883,0
gujarat,2018,2,Bharuch,134500,0
gujarat,2018,2,Bhavnagar,115812,0
gujarat,2018,2,Junagadh,46665,0
gujarat,2018,2,Mahesana,127614,0
gujarat,2018,2,The Dangs,3047,0
gujarat,2018,2,Kheda,60097,0
gujarat,2018,2,Surat,652372,0
gujarat,2018,2,Porbandar,16137,0
gujarat,2018,2,Gandhinagar,155539,0
gujarat,2018,2,Panch Mahals,42575,0
gujarat,2018,2,Narmada,8940,0
gujarat,2018,2,Gir Somnath,37769,0
gujarat,2018,2,Valsad,107556,0
gujarat,2018,2,Mahisagar,15010,0
gujarat,2018,2,Sabar Kantha,59955,0
gujarat,2018,2,Tapi,19255,0
gujarat,2018,2,Vadodara,271730,0
gujarat,2018,2,Banas Kantha,125849,0
gujarat,2018,2,Amreli,42021,0
gujarat,2018,2,Ahmadabad,751746,0
gujarat,2018,2,Dohad,21983,0
gujarat,2018,2,Navsari,47911,0
gujarat,2018,2,Patan,55482,0
gujarat,2018,2,Kachchh,128064,0
gujarat,2018,2,Surendranagar,51527,0
gujarat,2018,2,Morbi,40681,0
gujarat,2018,3,Anand,116188,0
gujarat,2018,3,Jamnagar,84886,0
gujarat,2018,3,Devbhumi Dwarka,26394,0
gujarat,2018,3,Rajkot,215459,0
gujarat,2018,3,Aravallis,37199,0
gujarat,2018,3,Chhotaudepur,12302,0
gujarat,2018,3,Botad,40559,0
gujarat,2018,3,Bharuch,169322,0
gujarat,2018,3,Bhavnagar,141243,0
gujarat,2018,3,Junagadh,57716,0
gujarat,2018,3,Mahesana,157274,0
gujarat,2018,3,The Dangs,4052,0
gujarat,2018,3,Kheda,80213,0
gujarat,2018,3,Surat,808005,0
gujarat,2018,3,Porbandar,19921,0
gujarat,2018,3,Gandhinagar,190882,0
gujarat,2018,3,Panch Mahals,53825,0
gujarat,2018,3,Narmada,11957,0
gujarat,2018,3,Gir Somnath,47541,0
gujarat,2018,3,Valsad,136470,0
gujarat,2018,3,Mahisagar,19564,0
gujarat,2018,3,Sabar Kantha,74642,0
gujarat,2018,3,Tapi,25095,0
gujarat,2018,3,Vadodara,335125,0
gujarat,2018,3,Banas Kantha,159591,0
gujarat,2018,3,Amreli,53845,0
gujarat,2018,3,Ahmadabad,919252,0
gujarat,2018,3,Dohad,28857,0
gujarat,2018,3,Navsari,60676,0
gujarat,2018,3,Patan,68979,0
gujarat,2018,3,Kachchh,158762,0
gujarat,2018,3,Surendranagar,65325,0
gujarat,2018,3,Morbi,52062,0
gujarat,2018,4,Anand,146258,0
gujarat,2018,4,Jamnagar,103876,0
gujarat,2018,4,Devbhumi Dwarka,32660,0
gujarat,2018,4,Rajkot,260602,0
gujarat,2018,4,Aravallis,46665,0
gujarat,2018,4,Chhotaudepur,16321,0
gujarat,2018,4,Botad,49066,0
gujarat,2018,4,Bharuch,211843,0
gujarat,2018,4,Bhavnagar,173699,0
gujarat,2018,4,Junagadh,70174,0
gujarat,2018,4,Mahesana,192493,0
gujarat,2018,4,The Dangs,5165,0
gujarat,2018,4,Kheda,103292,0
gujarat,2018,4,Surat,998807,0
gujarat,2018,4,Porbandar,24373,0
gujarat,2018,4,Gandhinagar,242368,0
gujarat,2018,4,Panch Mahals,68139,0
gujarat,2018,4,Narmada,15550,0
gujarat,2018,4,Gir Somnath,58991,0
gujarat,2018,4,Valsad,172711,0
gujarat,2018,4,Mahisagar,25483,0
gujarat,2018,4,Sabar Kantha,91898,0
gujarat,2018,4,Tapi,31929,0
gujarat,2018,4,Vadodara,421895,0
gujarat,2018,4,Banas Kantha,197774,0
gujarat,2018,4,Amreli,67020,0
gujarat,2018,4,Ahmadabad,1212636,0
gujarat,2018,4,Dohad,36773,0
gujarat,2018,4,Navsari,75930,0
gujarat,2018,4,Patan,84408,0
gujarat,2018,4,Kachchh,195295,0
gujarat,2018,4,Surendranagar,80167,0
gujarat,2018,4,Morbi,64779,0
sikkim,2022,1,South,43881,2776181
sikkim,2022,1,West,27594,3049668
sikkim,2022,1,East,120360,3384215
sikkim,2022,1,North,17781,3230129
sikkim,2022,2,South,46351,3490586
sikkim,2022,2,West,29184,4031393
sikkim,2022,2,East,126666,4759136
sikkim,2022,2,North,18793,4712822
sikkim,2022,3,South,48673,4041078
sikkim,2022,3,West,30513,4964725
sikkim,2022,3,East,133152,5164204
sikkim,2022,3,North,19687,4578529
sikkim,2022,4,South,50716,2045443
sikkim,2022,4,West,31605,1253670
sikkim,2022,4,East,139175,4859711
sikkim,2022,4,North,20472,790040
sikkim,2019,1,South,11031,0
sikkim,2019,1,West,6479,0
sikkim,2019,1,East,36124,0
sikkim,2019,1,North,5322,0
sikkim,2019,2,South,13547,77140
sikkim,2019,2,West,8064,46084
sikkim,2019,2,East,43048,238494
sikkim,2019,2,North,6340,36802
sikkim,2019,3,South,16016,280590
sikkim,2019,3,West,9481,144701
sikkim,2019,3,East,49404,754830
sikkim,2019,3,North,7227,136683
sikkim,2019,4,South,18461,329447
sikkim,2019,4,West,11078,178799
sikkim,2019,4,East,55340,889132
sikkim,2019,4,North,8093,154626
sikkim,2021,1,South,33490,549002
sikkim,2021,1,West,20769,329949
sikkim,2021,1,East,92502,1635704
sikkim,2021,1,North,13452,280676
sikkim,2021,2,South,35900,967570
sikkim,2021,2,West,22352,824607
sikkim,2021,2,East,99077,1747714
sikkim,2021,2,North,14411,1001230
sikkim,2021,3,South,38616,1144641
sikkim,2021,3,West,24132,1053092
sikkim,2021,3,East,106352,2217368
sikkim,2021,3,North,15593,1299464
sikkim,2021,4,South,41311,1156897
sikkim,2021,4,West,25834,686418
sikkim,2021,4,East,113537,3108229
sikkim,2021,4,North,16725,574008
sikkim,2020,1,South,21043,363778
sikkim,2020,1,West,12746,206588
sikkim,2020,1,East,61820,973818
sikkim,2020,1,North,9022,152979
sikkim,2020,2,South,24768,391248
sikkim,2020,2,West,15082,272075
sikkim,2020,2,East,69829,1057180
sikkim,2020,2,North,10242,191832
sikkim,2020,3,South,28038,435098
sikkim,2020,3,West,17400,289152
sikkim,2020,3,East,78018,1205412
sikkim,2020,3,North,11317,226808
sikkim,2020,4,South,31055,487764
sikkim,2020,4,West,19217,307094
sikkim,2020,4,East,85770,1393562
sikkim,2020,4,North,12501,290250
sikkim,2018,1,South,3679,0
sikkim,2018,1,West,2048,0
sikkim,2018,1,East,12749,0
sikkim,2018,1,North,1575,0
sikkim,2018,2,South,5147,0
sikkim,2018,2,West,2868,0
sikkim,2018,2,East,17767,0
sikkim,2018,2,North,2315,0
sikkim,2018,3,South,6943,0
sikkim,2018,3,West,4042,0
sikkim,2018,3,East,23460,0
sikkim,2018,3,North,3192,0
sikkim,2018,4,South,8992,0
sikkim,2018,4,West,5328,0
sikkim,2018,4,East,29948,0
sikkim,2018,4,North,4270,0
delhi,2022,1,South,963775,4684890
delhi,2022,1,Central,1338465,6409314
delhi,2022,1,New Delhi,1336911,6165616
delhi,2022,1,West,2017435,8118532
delhi,2022,1,South West,1097016,4590648
delhi,2022,1,South East Delhi,1628157,7357594
delhi,2022,1,Shahdara,826148,2924454
delhi,2022,1,North East,739301,3042375
delhi,2022,1,East,1013024,3852805
delhi,2022,1,North West,1419688,5396333
delhi,2022,1,North,1159277,4981592
delhi,2022,2,South,1013938,4587356
delhi,2022,2,Central,1409776,5948542
delhi,2022,2,New Delhi,1406687,5625084
delhi,2022,2,West,2124626,7350241
delhi,2022,2,South West,1155288,4151379
delhi,2022,2,South East Delhi,1714507,6702101
delhi,2022,2,Shahdara,870461,2605709
delhi,2022,2,North East,779621,2614033
delhi,2022,2,East,1066632,3524812
delhi,2022,2,North West,1496002,4758442
delhi,2022,2,North,1222605,4685381
delhi,2022,3,South,1065631,4638847
delhi,2022,3,Central,1483786,5742476
delhi,2022,3,New Delhi,1479669,5253294
delhi,2022,3,West,2235907,6992655
delhi,2022,3,South West,1215697,3934907
delhi,2022,3,South East Delhi,1804123,6340232
delhi,2022,3,Shahdara,917096,2440841
delhi,2022,3,North East,822038,2460332
delhi,2022,3,East,1121596,3393992
delhi,2022,3,North West,1575473,4399466
delhi,2022,3,North,1288507,4322456
delhi,2022,4,South,1117981,30173803
delhi,2022,4,Central,1558400,47227767
delhi,2022,4,New Delhi,1552874,49393657
delhi,2022,4,West,2348063,52947462
delhi,2022,4,South West,1275864,29437122
delhi,2022,4,South East Delhi,1894776,53203998
delhi,2022,4,Shahdara,963656,21436265
delhi,2022,4,North East,864990,20440755
delhi,2022,4,East,1177294,25719895
delhi,2022,4,North West,1655730,36305502
delhi,2022,4,North,1354521,35578523
delhi,2019,1,South,407519,0
delhi,2019,1,Central,529918,0
delhi,2019,1,New Delhi,558516,0
delhi,2019,1,West,820526,0
delhi,2019,1,South West,467571,0
delhi,2019,1,South East Delhi,671667,0
delhi,2019,1,Shahdara,310351,0
delhi,2019,1,North East,262131,0
delhi,2019,1,East,439639,0
delhi,2019,1,North West,583438,0
delhi,2019,1,North,447987,0
delhi,2019,2,South,453829,3600582
delhi,2019,2,Central,596940,4621588
delhi,2019,2,New Delhi,637526,4770362
delhi,2019,2,West,919096,6019764
delhi,2019,2,South West,519422,3366911
delhi,2019,2,South East Delhi,749218,5600479
delhi,2019,2,Shahdara,352312,2162335
delhi,2019,2,North East,298037,1839705
delhi,2019,2,East,487121,3859544
delhi,2019,2,North West,649377,4251847
delhi,2019,2,North,502570,3638453
delhi,2019,3,South,498200,13735093
delhi,2019,3,Central,658985,18110411
delhi,2019,3,New Delhi,705546,17907707
delhi,2019,3,West,1008836,22146744
delhi,2019,3,South West,567496,12320743
delhi,2019,3,South East Delhi,821304,21257734
delhi,2019,3,Shahdara,391827,7812781
delhi,2019,3,North East,334361,6815269
delhi,2019,3,East,532254,14414183
delhi,2019,3,North West,709448,15312330
delhi,2019,3,North,554029,13548032
delhi,2019,4,South,533716,14624629
delhi,2019,4,Central,711015,19757936
delhi,2019,4,New Delhi,757888,19347259
delhi,2019,4,West,1081496,22958268
delhi,2019,4,South West,605482,12908740
delhi,2019,4,South East Delhi,883080,22762701
delhi,2019,4,Shahdara,425305,8243112
delhi,2019,4,North East,366088,7378000
delhi,2019,4,East,568283,15006362
delhi,2019,4,North West,758620,15608488
delhi,2019,4,North,598910,14087176
delhi,2021,1,South,749173,20969765
delhi,2021,1,Central,1035060,31035635
delhi,2021,1,New Delhi,1039016,31041137
delhi,2021,1,West,1559112,38915888
delhi,2021,1,South West,849223,22664421
delhi,2021,1,South East Delhi,1260645,37073920
delhi,2021,1,Shahdara,636908,14514305
delhi,2021,1,North East,567107,13760602
delhi,2021,1,East,786308,21924687
delhi,2021,1,North West,1094464,26122744
delhi,2021,1,North,890194,23178496
delhi,2021,2,South,799590,12452858
delhi,2021,2,Central,1105640,16081193
delhi,2021,2,New Delhi,1108471,16849531
delhi,2021,2,West,1666267,23164797
delhi,2021,2,South West,906878,14495551
delhi,2021,2,South East Delhi,1346063,20866055
delhi,2021,2,Shahdara,681073,8634338
delhi,2021,2,North East,607021,9159772
delhi,2021,2,East,839185,12706259
delhi,2021,2,North West,1170137,16390828
delhi,2021,2,North,952374,14196592
delhi,2021,3,South,855177,16742627
delhi,2021,3,Central,1184217,24898251
delhi,2021,3,New Delhi,1185588,24104453
delhi,2021,3,West,1785309,31060472
delhi,2021,3,South West,971552,18051807
delhi,2021,3,South East Delhi,1441462,29182451
delhi,2021,3,Shahdara,730209,11815518
delhi,2021,3,North East,651695,11448245
delhi,2021,3,East,898137,16541558
delhi,2021,3,North West,1254464,21044731
delhi,2021,3,North,1022251,18954263
delhi,2021,4,South,911399,25318053
delhi,2021,4,Central,1263911,39285773
delhi,2021,4,New Delhi,1263818,40877291
delhi,2021,4,West,1905278,45912758
delhi,2021,4,South West,1036466,26351151
delhi,2021,4,South East Delhi,1537814,45953793
delhi,2021,4,Shahdara,779798,18226720
delhi,2021,4,North East,696743,18668707
delhi,2021,4,East,957392,23373406
delhi,2021,4,North West,1339480,32390512
delhi,2021,4,North,1093028,29311189
delhi,2020,1,South,570329,14596406
delhi,2020,1,Central,765149,20077306
delhi,2020,1,New Delhi,810489,19988931
delhi,2020,1,West,1160353,23777985
delhi,2020,1,South West,644981,13628530
delhi,2020,1,South East Delhi,947535,23452400
delhi,2020,1,Shahdara,460186,8525491
delhi,2020,1,North East,399504,7741484
delhi,2020,1,East,604768,15229722
delhi,2020,1,North West,814249,16316454
delhi,2020,1,North,648654,14929277
delhi,2020,2,South,608062,10923789
delhi,2020,2,Central,821609,12170177
delhi,2020,2,New Delhi,858515,13813232
delhi,2020,2,West,1243875,19803207
delhi,2020,2,South West,688199,13239503
delhi,2020,2,South East Delhi,1011931,17824740
delhi,2020,2,Shahdara,498710,7264987
delhi,2020,2,North East,437601,8199505
delhi,2020,2,East,641233,12112696
delhi,2020,2,North West,877218,15252379
delhi,2020,2,North,704186,12248038
delhi,2020,3,South,651616,13811149
delhi,2020,3,Central,888536,17811726
delhi,2020,3,New Delhi,912051,19755770
delhi,2020,3,West,1343895,27128183
delhi,2020,3,South West,739034,16937109
delhi,2020,3,South East Delhi,1088989,23898063
delhi,2020,3,Shahdara,543831,10118652
delhi,2020,3,North East,479924,10076533
delhi,2020,3,East,685955,15039504
delhi,2020,3,North West,946954,19440720
delhi,2020,3,North,763389,16007620
delhi,2020,4,South,699303,17854518
delhi,2020,4,Central,962750,25639012
delhi,2020,4,New Delhi,971715,26150844
delhi,2020,4,West,1451042,34210894
delhi,2020,4,South West,792331,20471250
delhi,2020,4,South East Delhi,1174221,31579571
delhi,2020,4,Shahdara,591192,12836928
delhi,2020,4,North East,525117,12410314
delhi,2020,4,East,734091,19059130
delhi,2020,4,North West,1019187,23345284
delhi,2020,4,North,827019,19876007
delhi,2018,1,South,156706,0
delhi,2018,1,Central,202723,0
delhi,2018,1,New Delhi,212008,0
delhi,2018,1,West,308558,0
delhi,2018,1,South West,179197,0
delhi,2018,1,South East Delhi,251213,0
delhi,2018,1,Shahdara,114549,0
delhi,2018,1,North East,95472,0
delhi,2018,1,East,169295,0
delhi,2018,1,North West,223679,0
delhi,2018,1,North,173622,0
delhi,2018,2,South,206935,0
delhi,2018,2,Central,267154,0
delhi,2018,2,New Delhi,282319,0
delhi,2018,2,West,406877,0
delhi,2018,2,South West,236789,0
delhi,2018,2,South East Delhi,333350,0
delhi,2018,2,Shahdara,152113,0
delhi,2018,2,North East,127159,0
delhi,2018,2,East,221449,0
delhi,2018,2,North West,294038,0
delhi,2018,2,North,227958,0
delhi,2018,3,South,264628,0
delhi,2018,3,Central,340549,0
delhi,2018,3,New Delhi,363140,0
delhi,2018,3,West,515854,0
delhi,2018,3,South West,297663,0
delhi,2018,3,South East Delhi,423177,0
delhi,2018,3,Shahdara,192430,0
delhi,2018,3,North East,159566,0
delhi,2018,3,East,280847,0
delhi,2018,3,North West,376806,0
delhi,2018,3,North,290251,0
delhi,2018,4,South,344311,0
delhi,2018,4,Central,446787,0
delhi,2018,4,New Delhi,470991,0
delhi,2018,4,West,686653,0
delhi,2018,4,South West,393208,0
delhi,2018,4,South East Delhi,564640,0
delhi,2018,4,Shahdara,257785,0
delhi,2018,4,North East,216694,0
delhi,2018,4,East,373139,0
delhi,2018,4,North West,496928,0
delhi,2018,4,North,379177,0
west-bengal,2022,1,South Twenty Four Parganas,1569037,15996447
west-bengal,2022,1,Purba Bardhaman,962974,10617588
west-bengal,2022,1,Uttar Dinajpur,488748,10698867
west-bengal,2022,1,Kalimpong,46360,4063572
west-bengal,2022,1,Murshidabad,1524507,13223504
west-bengal,2022,1,Paschim Medinipur,1048100,17208139
west-bengal,2022,1,Dakshin Dinajpur,348440,4987259
west-bengal,2022,1,Jalpaiguri,321098,10959051
west-bengal,2022,1,Purulia,535484,16529605
west-bengal,2022,1,North Twenty Four Parganas,3224459,16514236
west-bengal,2022,1,Bankura,790092,16485113
west-bengal,2022,1,Jhargram,152675,6036561
west-bengal,2022,1,Howrah,1218931,4852911
west-bengal,2022,1,Hooghly,1356282,7217576
west-bengal,2022,1,Kolkata,2340343,8737523
west-bengal,2022,1,Koch Bihar,459613,11039904
west-bengal,2022,1,Alipurduar,223296,8375579
west-bengal,2022,1,Paschim Bardhaman,956754,6555780
west-bengal,2022,1,Nadia,1164783,8989674
west-bengal,2022,1,Birbhum,733911,9448003
west-bengal,2022,1,Purba Medinipur,1155279,8760746
west-bengal,2022,1,Maldah,812775,11245507
west-bengal,2022,1,Darjiling,485846,7587920
west-bengal,2022,2,South Twenty Four Parganas,1655743,16517384
west-bengal,2022,2,Purba Bardhaman,1016127,11036337
west-bengal,2022,2,Uttar Dinajpur,518418,12844550
west-bengal,2022,2,Kalimpong,48984,5104547
west-bengal,2022,2,Murshidabad,1608797,13619399
west-bengal,2022,2,Paschim Medinipur,1105840,17329312
